Asset,Type,Entry_Date,Exit_Date,Entry_Price,Exit_Price,PnL_USD,Reason,Duration,equity,returns
ETHUSDT:USDT,Short,2024-04-12 17:00:00,2024-04-12 18:15:00,3412.78076,3312.9627,0.8465717661277523,TP_Hit,0 days 01:15:00,1000.8465717661278,0.0
ETHUSDT:USDT,Short,2024-04-12 18:15:00,2024-04-13 01:30:00,3299.7373,3192.2818199999997,0.9467696555323464,TP_Hit,0 days 07:15:00,1001.7933414216601,0.0009459688250335052
ETHUSDT:USDT,Short,2024-04-13 01:30:00,2024-04-13 03:45:00,3179.53818,3238.52412,-0.5870462959978191,Trailing_Stop,0 days 02:15:00,1001.2062951256623,-0.0005859954061629979
ETHUSDT:USDT,Short,2024-04-13 17:00:00,2024-04-13 19:45:00,3223.9392000000003,3089.53674,1.2208871329322868,TP_Hit,0 days 02:45:00,1002.4271822585946,0.001219416157165698
ETHUSDT:USDT,Short,2024-04-13 20:30:00,2024-04-13 21:15:00,2955.93628,2869.9785,0.8435615321245251,TP_Hit,0 days 00:45:00,1003.270743790719,0.0008415190121080496
ETHUSDT:USDT,Short,2024-04-13 21:45:00,2024-04-13 22:30:00,2944.56906,3028.31454,-0.8852524988122212,Trailing_Stop,0 days 00:45:00,1002.3854912919069,-0.0008823665040479378
ETHUSDT:USDT,Short,2024-04-13 23:00:00,2024-04-14 03:00:00,3034.14954,2918.76588,1.1123564496310472,TP_Hit,0 days 04:00:00,1003.497847741538,0.0011097092478837833
ETHUSDT:USDT,Short,2024-04-14 09:00:00,2024-04-14 16:15:00,3050.95586,3099.64692,-0.510077587743968,Trailing_Stop,0 days 07:15:00,1002.9877701537939,-0.0005082996330206813
ETHUSDT:USDT,Short,2024-04-14 20:45:00,2024-04-14 22:00:00,3059.8580199999997,3147.61266,-0.8921768275642563,Trailing_Stop,0 days 01:15:00,1002.0955933262297,-0.0008895191488001997
ETHUSDT:USDT,Short,2024-04-15 00:00:00,2024-04-15 06:00:00,3133.26092,3195.56838,-0.6272897951977079,Trailing_Stop,0 days 06:00:00,1001.468303531032,-0.0006259779998788462
ETHUSDT:USDT,Short,2024-04-15 08:00:00,2024-04-15 14:45:00,3232.00304,3134.41632,0.8761952926612011,TP_Hit,0 days 06:45:00,1002.3444988236931,0.0008749106582521815
ETHUSDT:USDT,Short,2024-04-15 14:45:00,2024-04-15 22:30:00,3121.90368,3127.0416,-0.07950955291216388,Trailing_Stop,0 days 07:45:00,1002.264989270781,-7.932357887474595e-05
ETHUSDT:USDT,Short,2024-04-15 22:30:00,2024-04-16 04:30:00,3114.5584000000003,3023.6853,0.8463437528917162,TP_Hit,0 days 06:00:00,1003.1113330236727,0.0008444311254527381
ETHUSDT:USDT,Short,2024-04-16 04:30:00,2024-04-16 06:00:00,3011.6147,3064.0658999999996,-0.5536840113758004,SL_Hit,0 days 01:30:00,1002.5576490122969,-0.0005519666592808115
ETHUSDT:USDT,Short,2024-04-16 06:00:00,2024-04-16 07:30:00,3051.8341,3104.28618,-0.546490591317518,SL_Hit,0 days 01:30:00,1002.0111584209794,-0.0005450964259819946
ETHUSDT:USDT,Short,2024-04-17 14:00:00,2024-04-17 18:00:00,3005.85624,3035.04798,-0.3217030125592366,Trailing_Stop,0 days 04:00:00,1001.6894554084201,-0.00032105731543574656
ETHUSDT:USDT,Short,2024-04-19 01:00:00,2024-04-19 02:15:00,3004.5788,2880.38928,1.2108047732514784,TP_Hit,0 days 01:15:00,1002.9002601816717,0.0012087626227010873
ETHUSDT:USDT,Short,2024-04-25 10:30:00,2024-04-25 12:15:00,3081.6244,3134.22594,-0.5431412014359651,SL_Hit,0 days 01:45:00,1002.3571189802357,-0.0005415705060617393
ETHUSDT:USDT,Short,2024-04-30 08:00:00,2024-04-30 11:00:00,3134.38866,3039.89766,0.8755509855886494,TP_Hit,0 days 03:00:00,1003.2326699658244,0.000873492060872838
ETHUSDT:USDT,Short,2024-04-30 11:00:00,2024-04-30 19:45:00,3027.7623399999998,2933.4552,0.9064103930839096,TP_Hit,0 days 08:45:00,1004.1390803589082,0.0009034897090369753
ETHUSDT:USDT,Short,2024-05-01 07:00:00,2024-05-01 11:45:00,2894.19002,2909.99838,-0.19450092207881653,Trailing_Stop,0 days 04:45:00,1003.9445794368295,-0.0001936991855842063
ETHUSDT:USDT,Short,2024-05-01 19:00:00,2024-05-02 10:45:00,2964.61888,2970.23862,-0.08715365117696905,Trailing_Stop,0 days 15:45:00,1003.8574257856525,-8.681121743381315e-05
ETHUSDT:USDT,Short,2024-05-10 14:00:00,2024-05-10 17:00:00,3000.46704,2912.62362,0.8506880257382115,TP_Hit,0 days 03:00:00,1004.7081138113907,0.0008474191691838495
ETHUSDT:USDT,Long,2024-05-20 19:00:00,2024-05-20 19:15:00,3151.4403,3343.8588799999998,1.8083627326770788,TP_Hit,0 days 00:15:00,1006.5164765440678,0.0017998886520553814
ETHUSDT:USDT,Long,2024-05-20 19:15:00,2024-05-20 20:30:00,3357.26112,3507.83028,1.3226822055383636,TP_Hit,0 days 01:15:00,1007.8391587496061,0.0013141187813237032
ETHUSDT:USDT,Long,2024-05-20 20:30:00,2024-05-20 21:45:00,3521.88972,3643.91756,1.0163176216778957,TP_Hit,0 days 01:15:00,1008.855476371284,0.0010084125158809076
ETHUSDT:USDT,Long,2024-05-20 21:45:00,2024-05-21 11:15:00,3658.5224399999997,3761.961,0.8245893068832544,TP_Hit,0 days 13:30:00,1009.6800656781672,0.0008173512720068832
ETHUSDT:USDT,Short,2024-05-23 13:15:00,2024-05-23 18:15:00,3844.57544,3731.45802,0.8600408720406776,TP_Hit,0 days 05:00:00,1010.540106550208,0.0008517954362732283
ETHUSDT:USDT,Short,2024-05-24 05:00:00,2024-05-24 06:30:00,3804.0067400000003,3696.50826,0.8255410651406621,TP_Hit,0 days 01:30:00,1011.3656476153486,0.0008169305303071805
ETHUSDT:USDT,Short,2024-05-24 06:30:00,2024-05-24 12:00:00,3681.75174,3729.7446,-0.4254501052080286,Trailing_Stop,0 days 05:30:00,1010.9401975101406,-0.0004206689303826172
ETHUSDT:USDT,Short,2024-06-18 01:45:00,2024-06-18 04:15:00,3399.74688,3459.31482,-0.561186009702535,SL_Hit,0 days 02:30:00,1010.3790115004381,-0.0005551129642333841
ETHUSDT:USDT,Short,2024-07-05 02:00:00,2024-07-05 02:45:00,3063.22128,2932.51332,1.2617844606223692,TP_Hit,0 days 00:45:00,1011.6407959610605,0.0012488229132439077
ETHUSDT:USDT,Short,2024-07-05 04:15:00,2024-07-05 10:00:00,2891.2958200000003,2926.9121400000004,-0.40383115342788045,Trailing_Stop,0 days 05:45:00,1011.2369648076325,-0.00039918433009056287
ETHUSDT:USDT,Short,2024-07-24 18:00:00,2024-07-25 01:00:00,3411.95242,3235.0571999999997,1.5409400987527349,TP_Hit,0 days 07:00:00,1012.7779049063853,0.0015238170205198465
ETHUSDT:USDT,Short,2024-07-25 01:00:00,2024-07-25 14:00:00,3222.1428,3129.56664,0.8416946813662278,TP_Hit,0 days 13:00:00,1013.6195995877515,0.0008310752804623345
ETHUSDT:USDT,Short,2024-07-25 18:00:00,2024-07-25 21:15:00,3154.3187199999998,3181.9512,-0.2965276803211765,Trailing_Stop,0 days 03:15:00,1013.3230719074303,-0.00029254335693762457
ETHUSDT:USDT,Short,2024-08-02 14:00:00,2024-08-02 15:00:00,3128.62022,2994.94794,1.2671475588134165,TP_Hit,0 days 01:00:00,1014.5902194662438,0.001250487227561381
ETHUSDT:USDT,Short,2024-08-03 15:00:00,2024-08-03 17:45:00,2994.3992000000003,2906.8921800000003,0.8581710954088528,TP_Hit,0 days 02:45:00,1015.4483905616526,0.0008458302464815493
ETHUSDT:USDT,Short,2024-08-04 17:00:00,2024-08-04 17:30:00,2741.78544,2655.48036,0.9274968060564,TP_Hit,0 days 00:30:00,1016.375887367709,0.000913386455360321
