Asset,Type,Entry_Date,Exit_Date,Entry_Price,Exit_Price,PnL_USD,Reason,Duration,equity,returns
BTCUSDT:USDT,Short,2024-04-11 10:00:00,2024-04-11 10:15:00,70548.9194,70886.8908,-0.28929029067452916,SL_Hit,0 days 00:15:00,999.7107097093254,0.0
BTCUSDT:USDT,Short,2024-04-11 10:15:00,2024-04-11 12:30:00,70603.9092,71021.76,-0.34551604833474414,SL_Hit,0 days 02:15:00,999.3651936609907,-0.0003456160316970269
BTCUSDT:USDT,Long,2024-04-11 12:30:00,2024-04-11 12:45:00,71021.76,70764.7868,-0.23058421577304955,SL_Hit,0 days 00:15:00,999.1346094452176,-0.00023073068507462047
BTCUSDT:USDT,Long,2024-04-11 12:45:00,2024-04-11 13:00:00,71048.41320000001,70791.633,-0.2303277023994994,SL_Hit,0 days 00:15:00,998.9042817428182,-0.000230527198459618
BTCUSDT:USDT,Short,2024-04-11 13:00:00,2024-04-12 03:15:00,70791.633,71134.88579999999,-0.29187621668780395,SL_Hit,0 days 14:15:00,998.6124055261304,-0.00029219638159783123
BTCUSDT:USDT,Long,2024-04-12 03:15:00,2024-04-12 03:30:00,71134.88579999999,70742.731,-0.3249145702178069,SL_Hit,0 days 00:15:00,998.2874909559125,-0.00032536604634569866
BTCUSDT:USDT,Long,2024-04-12 03:30:00,2024-04-12 04:00:00,71026.269,70804.2078,-0.20581390326193372,SL_Hit,0 days 00:30:00,998.0816770526507,-0.00020616696605579854
BTCUSDT:USDT,Long,2024-04-12 04:00:00,2024-04-12 04:15:00,71087.99220000001,70748.4196,-0.2880471642947384,SL_Hit,0 days 00:15:00,997.7936298883559,-0.000288600793820204
BTCUSDT:USDT,Long,2024-04-12 04:15:00,2024-04-12 06:00:00,71031.9804,70746.02440000001,-0.2505315251738267,SL_Hit,0 days 01:45:00,997.543098363182,-0.0002510855127446643
BTCUSDT:USDT,Long,2024-04-12 06:00:00,2024-04-12 06:15:00,71029.5756,70720.17619999999,-0.2669209667860173,SL_Hit,0 days 00:15:00,997.2761773963961,-0.0002675783805471399
BTCUSDT:USDT,Long,2024-04-12 06:15:00,2024-04-12 06:30:00,71003.6238,70786.5432,-0.20216083968978893,SL_Hit,0 days 00:15:00,997.0740165567063,-0.0002027129939247141
BTCUSDT:USDT,Long,2024-04-12 06:30:00,2024-04-12 06:45:00,71070.25679999999,70786.8426,-0.24846164353083822,SL_Hit,0 days 00:15:00,996.8255549131754,-0.0002491907716027919
BTCUSDT:USDT,Long,2024-04-12 06:45:00,2024-04-12 07:00:00,71070.55739999999,70718.28,-0.2966438697453242,SL_Hit,0 days 00:15:00,996.5289110434301,-0.0002975885482502383
BTCUSDT:USDT,Long,2024-04-12 07:00:00,2024-04-12 07:15:00,71001.72,70754.208,-0.2233477426181807,SL_Hit,0 days 00:15:00,996.305563300812,-0.00022412570287022593
BTCUSDT:USDT,Long,2024-04-12 07:15:00,2024-04-12 07:30:00,71037.792,70606.40419999999,-0.3520236231365672,SL_Hit,0 days 00:15:00,995.9535396776754,-0.00035332897466744395
BTCUSDT:USDT,Long,2024-04-12 07:30:00,2024-04-12 09:00:00,70889.3958,70657.20240000001,-0.21274347598106402,SL_Hit,0 days 01:30:00,995.7407962016943,-0.00021360783159618535
BTCUSDT:USDT,Long,2024-04-12 09:00:00,2024-04-12 09:15:00,70940.3976,70593.2306,-0.2931904237304721,SL_Hit,0 days 00:15:00,995.4476057779639,-0.00029444452296101264
BTCUSDT:USDT,Long,2024-04-12 09:15:00,2024-04-12 09:30:00,70876.1694,70526.3646,-0.29517513077882285,SL_Hit,0 days 00:15:00,995.152430647185,-0.00029652502961030613
BTCUSDT:USDT,Long,2024-04-12 09:30:00,2024-04-12 09:45:00,70809.0354,70570.1768,-0.21743609244582984,SL_Hit,0 days 00:15:00,994.9349945547392,-0.0002184952633883519
BTCUSDT:USDT,Long,2024-04-12 09:45:00,2024-04-12 10:00:00,70853.02320000001,70637.6416,-0.20081750907127116,SL_Hit,0 days 00:15:00,994.7341770456679,-0.0002018398289037604
BTCUSDT:USDT,Long,2024-04-12 10:00:00,2024-04-12 10:15:00,70920.75839999999,70644.32819999999,-0.2434032735770515,SL_Hit,0 days 00:15:00,994.4907737720908,-0.0002446917771539159
BTCUSDT:USDT,Long,2024-04-12 10:15:00,2024-04-12 10:30:00,70927.4718,70701.7132,-0.20783699093232144,SL_Hit,0 days 00:15:00,994.2829367811585,-0.00020898835505944735
BTCUSDT:USDT,Long,2024-04-12 10:30:00,2024-04-12 10:45:00,70985.08679999999,70691.4338,-0.2551672963781755,SL_Hit,0 days 00:15:00,994.0277694847804,-0.0002566344919929797
BTCUSDT:USDT,Long,2024-04-12 10:45:00,2024-04-12 11:00:00,70974.76620000001,70727.4616,-0.2227078141589658,SL_Hit,0 days 00:15:00,993.8050616706214,-0.00022404586772706292
BTCUSDT:USDT,Long,2024-04-12 11:00:00,2024-04-12 11:15:00,71010.9384,70697.322,-0.26892541543506354,SL_Hit,0 days 00:15:00,993.5361362551863,-0.0002706017767538649
BTCUSDT:USDT,Long,2024-04-12 11:15:00,2024-04-12 12:15:00,70980.678,70755.3058,-0.20724892058048283,SL_Hit,0 days 01:00:00,993.3288873346058,-0.0002085972648782075
BTCUSDT:USDT,Short,2024-04-12 13:00:00,2024-04-12 18:30:00,70199.32,66692.0178,2.429289681761226,TP_Hit,0 days 05:30:00,995.7581770163671,0.0024456045854859276
BTCUSDT:USDT,Short,2024-04-12 18:30:00,2024-04-12 18:45:00,66425.78219999999,66655.6452,-0.22190411607380156,SL_Hit,0 days 00:15:00,995.5362729002933,-0.00022284940379668772
BTCUSDT:USDT,Short,2024-04-12 18:45:00,2024-04-12 19:00:00,66389.55480000001,66765.1638,-0.33111508490561903,SL_Hit,0 days 00:15:00,995.2051578153877,-0.0003325997192858976
BTCUSDT:USDT,Long,2024-04-12 20:00:00,2024-04-12 20:15:00,67448.628,67245.24,-0.19965980355025437,SL_Hit,0 days 00:15:00,995.0054980118374,-0.00020062175319568443
BTCUSDT:USDT,Long,2024-04-12 20:15:00,2024-04-12 20:30:00,67514.76,67172.386,-0.3017865321308051,SL_Hit,0 days 00:15:00,994.7037114797066,-0.0003033013714334176
BTCUSDT:USDT,Long,2024-04-12 20:30:00,2024-04-12 20:45:00,67441.614,67027.177,-0.35505837968707965,SL_Hit,0 days 00:15:00,994.3486531000195,-0.0003569488839635371
BTCUSDT:USDT,Long,2024-04-12 20:45:00,2024-04-12 21:00:00,67295.823,66751.3298,-0.45158090638209814,SL_Hit,0 days 00:15:00,993.8970721936374,-0.0004541474511724486
BTCUSDT:USDT,Long,2024-04-12 21:00:00,2024-04-12 21:15:00,67018.8702,66795.142,-0.21542462455425238,SL_Hit,0 days 00:15:00,993.6816475690831,-0.00021674741840105316
BTCUSDT:USDT,Long,2024-04-12 21:15:00,2024-04-12 21:30:00,67062.858,66690.25219999999,-0.32545617495208745,SL_Hit,0 days 00:15:00,993.3561913941311,-0.0003275255971046942
BTCUSDT:USDT,Long,2024-04-12 21:30:00,2024-04-13 00:30:00,66957.5478,66690.851,-0.2473004897404607,SL_Hit,0 days 03:00:00,993.1088909043906,-0.00024895449576189943
BTCUSDT:USDT,Short,2024-04-13 01:00:00,2024-04-13 01:15:00,66403.02780000001,66733.0998,-0.29623278540612574,SL_Hit,0 days 00:15:00,992.8126581189845,-0.0002982883227803379
BTCUSDT:USDT,Short,2024-04-13 01:15:00,2024-04-13 02:15:00,66466.70019999999,66684.9036,-0.21244280438116903,SL_Hit,0 days 01:00:00,992.6002153146032,-0.00021398075723944032
BTCUSDT:USDT,Long,2024-04-13 02:15:00,2024-04-13 02:30:00,66684.9036,66429.6744,-0.23939351393716635,SL_Hit,0 days 00:15:00,992.3608218006661,-0.0002411781805439217
BTCUSDT:USDT,Long,2024-04-13 02:30:00,2024-04-13 02:45:00,66695.9256,66433.866,-0.2443807795928663,SL_Hit,0 days 00:15:00,992.1164410210732,-0.0002462620190400999
BTCUSDT:USDT,Long,2024-04-13 02:45:00,2024-04-13 03:00:00,66700.134,66433.9658,-0.24736088012161872,SL_Hit,0 days 00:15:00,991.8690801409516,-0.00024932645997377545
BTCUSDT:USDT,Long,2024-04-13 03:00:00,2024-04-13 19:45:00,66700.2342,64649.5418,-1.5728147668158812,Trailing_Stop,0 days 16:45:00,990.2962653741358,-0.0015857080317417394
BTCUSDT:USDT,Short,2024-04-13 19:45:00,2024-04-13 22:30:00,64649.5418,64680.8034,-0.07343399863552946,Trailing_Stop,0 days 02:45:00,990.2228313755003,-7.415356515338978e-05
BTCUSDT:USDT,Short,2024-04-13 23:00:00,2024-04-14 04:00:00,64888.5628,63803.7528,0.7773906880975403,Trailing_Stop,0 days 05:00:00,991.0002220635978,0.0007850664148165709
BTCUSDT:USDT,Long,2024-04-14 04:00:00,2024-04-14 17:00:00,63803.7528,63605.8334,-0.2031005646227726,SL_Hit,0 days 13:00:00,990.797121498975,-0.00020494502433088257
BTCUSDT:USDT,Long,2024-04-14 18:00:00,2024-04-14 19:00:00,64361.7666,63948.2472,-0.3675113312183811,SL_Hit,0 days 01:00:00,990.4296101677567,-0.0003709249080804389
BTCUSDT:USDT,Long,2024-04-14 22:00:00,2024-04-15 04:00:00,65038.818,64628.3842,-0.3617190997402915,SL_Hit,0 days 06:00:00,990.0678910680164,-0.00036521434337877245
BTCUSDT:USDT,Long,2024-04-15 06:00:00,2024-04-15 14:00:00,65730.4986,65066.2068,-0.5492990004689062,Trailing_Stop,0 days 08:00:00,989.5185920675474,-0.000554809428145786
BTCUSDT:USDT,Short,2024-04-15 14:00:00,2024-04-15 14:15:00,65066.2068,65465.469600000004,-0.3527692251311194,SL_Hit,0 days 00:15:00,989.1658228424163,-0.00035650590899349854
BTCUSDT:USDT,Short,2024-04-15 14:15:00,2024-04-16 07:45:00,65204.1304,63614.8758,1.1548092055232289,Trailing_Stop,0 days 17:30:00,990.3206320479395,0.0011674576485112276
BTCUSDT:USDT,Long,2024-04-16 07:45:00,2024-04-16 08:00:00,63614.8758,63224.9966,-0.3526835733918787,SL_Hit,0 days 00:15:00,989.9679484745477,-0.0003561306934123376
BTCUSDT:USDT,Long,2024-04-16 08:00:00,2024-04-16 08:15:00,63478.403399999996,63095.556,-0.347731834484037,SL_Hit,0 days 00:15:00,989.6202166400636,-0.0003512556492559771
BTCUSDT:USDT,Long,2024-04-16 08:15:00,2024-04-16 08:30:00,63348.444,63016.714,-0.30833379950630047,SL_Hit,0 days 00:15:00,989.3118828405574,-0.00031156780583274646
BTCUSDT:USDT,Long,2024-04-16 08:30:00,2024-04-16 10:00:00,63269.286,63000.5464,-0.2593631836218151,SL_Hit,0 days 01:30:00,989.0525196569355,-0.00026216523638344924
BTCUSDT:USDT,Short,2024-04-16 10:00:00,2024-04-16 11:45:00,63000.5464,63190.7292,-0.19858837757204384,SL_Hit,0 days 01:45:00,988.8539312793635,-0.00020078648365495777
BTCUSDT:USDT,Long,2024-04-16 11:45:00,2024-04-16 12:00:00,63190.7292,62789.7688,-0.36285479164034484,SL_Hit,0 days 00:15:00,988.4910764877231,-0.0003669447834129258
BTCUSDT:USDT,Long,2024-04-16 12:00:00,2024-04-16 13:00:00,63041.4312,62818.2118,-0.22425381326381455,SL_Hit,0 days 01:00:00,988.2668226744593,-0.0002268647826955128
BTCUSDT:USDT,Short,2024-04-16 13:45:00,2024-04-16 14:00:00,62539.67,62977.704,-0.39516314676427555,SL_Hit,0 days 00:15:00,987.871659527695,-0.000399854713016512
BTCUSDT:USDT,Short,2024-04-16 14:00:00,2024-04-16 17:15:00,62726.296,63109.8678,-0.3511336944149832,SL_Hit,0 days 03:15:00,987.5205258332801,-0.00035544464812642396
BTCUSDT:USDT,Long,2024-04-17 01:00:00,2024-04-17 04:00:00,63845.2356,63650.444,-0.19987147105798186,SL_Hit,0 days 03:00:00,987.3206543622221,-0.0002023972827190912
