Asset,Entry_Date,Exit_Date,Type,Entry_Price,Exit_Price,Size_USD,PnL_USD,Reason,Raw_Ret,equity,returns
XRPUSDT:USDT,2024-04-12 12:30:00,2024-04-12 17:15:00,Short,0.6023928000000001,0.5727432,50.0,2.4085246038797337,TP_Hit,0.04921971178938402,1002.4085246038798,0.0
XRPUSDT:USDT,2024-04-12 17:15:00,2024-04-12 17:30:00,Short,0.5704568,0.580659,50.248219922283276,-0.9480019970739093,SL_Hit,-0.017884263979323325,1001.4605226068059,-0.000945724197076725
XRPUSDT:USDT,2024-04-12 17:30:00,2024-04-12 18:30:00,Short,0.578341,0.5284548,50.033197987139864,4.261385420621302,TP_Hit,0.08625741560774697,1005.7219080274272,0.0042551706476945395
XRPUSDT:USDT,2024-04-12 18:30:00,2024-04-12 19:30:00,Short,0.5263452,0.5373726,50.50644474014061,-1.1076032206938322,SL_Hit,-0.02095088926430795,1004.6143048067333,-0.0011013016738058434
XRPUSDT:USDT,2024-04-12 19:30:00,2024-04-12 20:00:00,Short,0.5352274,0.5445869999999999,50.18295366142428,-0.9268620637301055,SL_Hit,-0.01748714658479725,1003.6874427430032,-0.0009226048835810907
XRPUSDT:USDT,2024-04-12 20:00:00,2024-04-13 19:45:00,Short,0.542413,0.49268340000000005,50.14559016312758,4.542713394477154,TP_Hit,0.09168216838460727,1008.2301561374803,0.0045260239403437375
XRPUSDT:USDT,2024-04-13 19:45:00,2024-04-13 20:00:00,Short,0.4907166,0.4540062,50.645926350856435,3.7343757796516854,TP_Hit,0.07480977818969234,1011.964531917132,0.0037038921687861937
XRPUSDT:USDT,2024-04-13 20:00:00,2024-04-13 21:45:00,Short,0.4521938,0.461421,50.792343480548254,-1.0861945109847326,SL_Hit,-0.020405410246668677,1010.8783374061472,-0.0010733523525049415
XRPUSDT:USDT,2024-04-13 22:30:00,2024-04-14 04:00:00,Short,0.47664480000000004,0.4721424,50.543916870307356,0.42641788442397655,Hybrid_Flip_Bull,0.009446027733859715,1011.3047552905713,0.0004218290853064133
XRPUSDT:USDT,2024-04-14 04:00:00,2024-04-14 06:30:00,Long,0.4721424,0.4967046,50.59410638100937,2.5788241733411184,TP_Hit,0.052022864288401076,1013.8835794639124,0.00254999708035597
XRPUSDT:USDT,2024-04-14 22:00:00,2024-04-14 23:30:00,Long,0.5005992,0.5043892,50.69417897319561,0.33272394748425427,Hybrid_Flip_Bear,0.007570927001081824,1014.2163034113967,0.0003281678037041491
XRPUSDT:USDT,2024-04-14 23:30:00,2024-04-15 06:30:00,Short,0.5043892,0.516531,50.73512330114759,-1.2708241029576826,SL_Hit,-0.02407228386333407,1012.945479308439,-0.001253010919547659
XRPUSDT:USDT,2024-04-15 14:00:00,2024-04-17 17:00:00,Short,0.5013951999999999,0.4857696,50.64727396542194,1.52615810835578,Hybrid_Flip_Bull,0.031164239306638572,1014.4716374167947,0.0015066537533665603
XRPUSDT:USDT,2024-04-17 17:00:00,2024-04-17 19:00:00,Long,0.4857696,0.4959062,50.80739815397436,1.008335162136845,Hybrid_Flip_Bear,0.020867094194449376,1015.4799725789316,0.0009939510627468007
XRPUSDT:USDT,2024-04-17 19:00:00,2024-04-19 02:15:00,Short,0.4959062,0.4683348,50.832205921499764,2.7725113361872715,TP_Hit,0.055598014301898264,1018.2524839151189,0.002730247184635548
XRPUSDT:USDT,2024-04-19 02:15:00,2024-04-19 02:45:00,Short,0.46646519999999997,0.478956,51.05872370292477,-1.4169195461661346,SL_Hit,-0.02677756025529884,1016.8355643689528,-0.0013915208345165464
XRPUSDT:USDT,2024-04-19 02:45:00,2024-04-19 03:00:00,Short,0.47704399999999997,0.4861704,50.77864894683545,-1.0212611107043514,SL_Hit,-0.019131149327944665,1015.8143032582484,-0.0010043522733571564
XRPUSDT:USDT,2024-04-19 03:00:00,2024-04-19 06:00:00,Short,0.48422960000000004,0.4841664,50.74730714805315,-0.044130564631799984,Hybrid_Flip_Bull,0.00013051659791148867,1015.7701726936166,-4.3443535388543175e-05
XRPUSDT:USDT,2024-04-19 06:00:00,2024-04-19 09:00:00,Long,0.4841664,0.49949899999999997,50.79390374347214,1.5561408317702217,Hybrid_Flip_Bear,0.03166803809599339,1017.3263135253868,0.0015319812233152152
XRPUSDT:USDT,2024-04-19 09:00:00,2024-04-19 21:45:00,Short,0.49949899999999997,0.5084148,50.95199358640357,-0.9595093813554243,SL_Hit,-0.01784948518415447,1016.3668041440313,-0.000943167761020991
XRPUSDT:USDT,2024-04-19 21:45:00,2024-04-20 06:30:00,Short,0.5063852,0.515028,50.778042658925564,-0.9165727037696243,SL_Hit,-0.017067639417581836,1015.4502314402617,-0.0009018129085213156
XRPUSDT:USDT,2024-04-20 06:30:00,2024-04-20 09:30:00,Short,0.512972,0.5235449999999999,50.73433266796541,-1.0953872283408188,SL_Hit,-0.020611261433372472,1014.354844211921,-0.0010787207431989243
XRPUSDT:USDT,2024-04-20 12:00:00,2024-04-20 17:30:00,Short,0.5182614,0.5302584,50.717742210596036,-1.2235858982168537,SL_Hit,-0.023148550133195403,1013.131258313704,-0.0012062700791531933
XRPUSDT:USDT,2024-04-20 18:15:00,2024-04-21 06:15:00,Short,0.5250478000000001,0.5344668,50.65656291568519,-0.9584920627249076,SL_Hit,-0.017939319048665577,1012.1727662509792,-0.0009460689864808636
XRPUSDT:USDT,2024-04-21 06:15:00,2024-04-22 16:00:00,Short,0.5323332,0.5418816,50.56834733858578,-0.956699997440488,SL_Hit,-0.017936886145744832,1011.2160662535387,-0.0009451943673450813
XRPUSDT:USDT,2024-04-22 17:00:00,2024-04-22 20:00:00,Short,0.5453072,0.5561100000000001,50.560803312676924,-1.0511931950730826,SL_Hit,-0.019810484805629032,1010.1648730584656,-0.0010395337160411522
XRPUSDT:USDT,2024-04-22 20:00:00,2024-04-22 20:15:00,Short,0.55389,0.5662302,50.46330790346414,-1.1736187807918341,SL_Hit,-0.02227915290039543,1008.9912542776738,-0.0011618091383819307
XRPUSDT:USDT,2024-04-22 20:15:00,2024-04-24 14:15:00,Short,0.5639698000000001,0.5324628,50.39849718809355,2.7623718771375536,TP_Hit,0.05586646660867312,1011.7536261548113,0.0027377560166417236
XRPUSDT:USDT,2024-04-24 14:15:00,2024-04-29 03:45:00,Short,0.5303372,0.5042063999999999,50.73320939929056,2.4464961926166566,TP_Hit,0.04927204804792123,1014.200122347428,0.0024180750425522035
XRPUSDT:USDT,2024-04-30 01:00:00,2024-05-01 08:00:00,Short,0.5148682,0.48977760000000004,50.710006117371385,2.418023030821068,TP_Hit,0.04873208327878856,1016.618145378249,0.00238416755977533
XRPUSDT:USDT,2024-05-01 19:00:00,2024-05-03 12:00:00,Short,0.5161656,0.5176331999999999,50.83090726891244,-0.19521255546155203,Hybrid_Flip_Bull,-0.002843273554068505,1016.4229328227875,-0.00019202151402564205
XRPUSDT:USDT,2024-05-03 12:00:00,2024-05-03 14:00:00,Long,0.5176331999999999,0.5218542,50.81900770102813,0.3631662708215657,Hybrid_Flip_Bear,0.00815442286159416,1016.7860990936091,0.0003572983834720933
XRPUSDT:USDT,2024-05-03 14:00:00,2024-05-03 19:45:00,Short,0.5218542,0.5312604,50.86515854654431,-0.9667711845326892,SL_Hit,-0.01802457468005416,1015.8193279090764,-0.0009508107805511479
XRPUSDT:USDT,2024-05-03 19:45:00,2024-05-04 12:45:00,Short,0.5291396,0.5396772,50.750293115426764,-1.0604110753445113,SL_Hit,-0.019914593426762852,1014.7589168337319,-0.001043897321315268
XRPUSDT:USDT,2024-05-04 12:45:00,2024-05-05 00:00:00,Short,0.5375228,0.5308596000000001,50.69257803392949,0.5770705813515278,Hybrid_Flip_Bull,0.012396125336450603,1015.3359874150834,0.0005686775171704905
