Asset,Type,Entry_Date,Exit_Date,Entry_Price,Exit_Price,PnL_USD,Size_USD,Reason,Leverage,Duration,equity,returns
ZILUSDT:USDT,Short,2025-10-12 16:00:00,2025-10-12 18:00:00,0.008263439999999999,0.008406779999999999,-15.308133035511805,835.1891940581662,SL_Hit,5,0 days 02:00:00,3385.0645192112647,-0.004501898644960867
ZILUSDT:USDT,Short,2025-10-12 18:00:00,2025-10-13 08:45:00,0.00837322,0.008517,-15.08895709653738,831.1533635007737,SL_Hit,5,0 days 14:45:00,3369.9755621147274,-0.004457509453927089
AXSUSDT:USDT,Short,2025-11-03 15:00:00,2025-11-03 16:00:00,1.325344,1.2555059999999998,42.7165129072018,827.1733358857642,Trailing_Win,5,0 days 01:00:00,3412.692075021929,0.012675615036328747
FILUSDT:USDT,Short,2025-11-03 15:00:00,2025-11-03 16:00:00,1.5538859999999999,1.491978,32.0950862321506,827.1733358857642,Trailing_Win,5,0 days 01:00:00,3444.78716125408,0.009404624128575678
ZILUSDT:USDT,Short,2025-11-03 15:00:00,2025-11-03 16:15:00,0.00711574,0.00688374,26.1148326552791,827.1733358857642,Trailing_Win,5,0 days 01:15:00,3470.901993909359,0.007580971314864016
FILUSDT:USDT,Short,2025-11-04 05:00:00,2025-11-04 06:00:00,1.532928,1.4859660000000001,25.216957855912902,851.784563832508,Trailing_Win,5,0 days 01:00:00,3496.118951765272,0.007265246296254579
FILUSDT:USDT,Long,2025-11-06 16:00:00,2025-11-06 19:45:00,1.37274,1.743506,230.61576726104045,857.8758571555281,Trailing_Win,5,0 days 03:45:00,3726.7347190263126,0.06596336407392478
FILUSDT:USDT,Long,2025-11-06 22:00:00,2025-11-06 23:00:00,1.78857,1.854284,32.68073210702481,915.3153300064993,Trailing_Win,5,0 days 01:00:00,3759.4154511333372,0.008769267085252386
FILUSDT:USDT,Long,2025-11-07 09:00:00,2025-11-07 10:00:00,2.1763440000000003,2.286418,45.72604586193012,923.2566842007539,Trailing_Win,5,0 days 01:00:00,3805.1414969952675,0.01216307334379474
FILUSDT:USDT,Long,2025-11-07 15:30:00,2025-11-07 17:00:00,2.342676,2.88921,216.85153513627165,934.4573814951864,Trailing_Win,5,0 days 01:30:00,4021.993032131539,0.05698908576921746
FILUSDT:USDT,Short,2025-11-08 23:00:00,2025-11-09 01:45:00,3.009968,2.896782,36.14329152087054,988.4366509338804,Trailing_Win,5,0 days 02:45:00,4058.13632365241,0.008986413261316883
FILUSDT:USDT,Short,2025-11-09 02:00:00,2025-11-09 04:15:00,2.8672540000000004,2.588166,95.97197197093536,997.2253646513644,Trailing_Win,5,0 days 02:15:00,4154.108295623346,0.02364927255192817
FILUSDT:USDT,Short,2025-11-09 08:00:00,2025-11-09 10:45:00,2.672644,2.59017,30.453180942344204,1020.9690513029353,Trailing_Win,5,0 days 02:45:00,4184.56147656569,0.007330858700633547
FILUSDT:USDT,Long,2025-11-09 11:00:00,2025-11-09 13:00:00,2.6563019999999997,2.667654,3.3619476907026034,1028.3271042756955,Trailing_Win,5,0 days 02:00:00,4187.9234242563925,0.0008034169672330727
FILUSDT:USDT,Long,2025-11-09 18:00:00,2025-11-09 19:15:00,2.676342,2.768452,34.347051933294395,1028.9105094223023,Trailing_Win,5,0 days 01:15:00,4222.270476189687,0.008201451758729883
FILUSDT:USDT,Long,2025-11-09 19:15:00,2025-11-09 20:30:00,2.779548,2.8393100000000002,21.241760719548537,1037.2400447782704,Trailing_Win,5,0 days 01:15:00,4243.512236909235,0.005030885832477017
FILUSDT:USDT,Long,2025-11-17 16:00:00,2025-11-17 17:15:00,1.949892,2.03093,42.232273284580444,1042.291174946963,Trailing_Win,5,0 days 01:15:00,4285.744510193816,0.009952197832081788
FILUSDT:USDT,Short,2025-11-21 07:00:00,2025-11-21 08:45:00,1.723546,1.666326,33.85735548002643,1052.5886704743716,Trailing_Win,5,0 days 01:45:00,4319.6018656738415,0.007899993898258462
ZILUSDT:USDT,Short,2025-11-21 07:00:00,2025-11-21 12:30:00,0.0061377,0.00585168,47.94953755230472,1052.5886704743716,Trailing_Win,5,0 days 05:30:00,4367.551403226147,0.011100453014742273
ZECUSDT:USDT,Long,2025-11-23 01:00:00,2025-11-23 03:15:00,529.27644,580.0875,101.78693431486175,1072.5140993972168,Trailing_Win,5,0 days 02:15:00,4469.3383375410085,0.02330526304502678
AXSUSDT:USDT,Short,2025-12-01 00:00:00,2025-12-01 05:00:00,1.050894,1.0050059999999998,46.78587300153792,1097.6927044510828,Trailing_Win,5,0 days 05:00:00,4516.124210542546,0.010468187787116445
ZILUSDT:USDT,Short,2025-12-01 00:00:00,2025-12-01 10:00:00,0.00539918,0.005240460000000001,31.138972912258243,1097.6927044510828,Trailing_Win,5,0 days 10:00:00,4547.263183454805,0.0068950656493387275
ZILUSDT:USDT,Short,2025-12-12 15:00:00,2025-12-12 20:45:00,0.005299379999999999,0.0052104,17.613479469500376,1116.6250695773062,Trailing_Win,5,0 days 05:45:00,4564.8766629243055,0.0038734242463878132
FILUSDT:USDT,Long,2026-01-01 13:00:00,2026-01-01 17:15:00,1.336668,1.513966,147.388753302624,1120.749283177287,Trailing_Win,5,0 days 04:15:00,4712.265416226929,0.032287565291677645
FILUSDT:USDT,Long,2026-01-05 15:00:00,2026-01-05 16:15:00,1.574142,1.585822,7.421285103144029,1157.3162841821486,Trailing_Win,5,0 days 01:15:00,4719.6867013300725,0.0015748869063247906
FILUSDT:USDT,Long,2026-01-05 17:00:00,2026-01-05 23:00:00,1.601196,1.5668600000000001,-25.985068739616946,1158.882276386889,SL_Hit,5,0 days 06:00:00,4693.701632590456,-0.005505676623046463
FILUSDT:USDT,Short,2026-01-18 23:00:00,2026-01-19 03:15:00,1.509974,1.37274,103.4514765491586,1152.096288632888,Trailing_Win,5,0 days 04:15:00,4797.153109139615,0.022040488434724725
ZILUSDT:USDT,Short,2026-01-18 23:00:00,2026-01-19 06:15:00,0.00566864,0.005230439999999999,87.81875828764171,1152.096288632888,Trailing_Win,5,0 days 07:15:00,4884.971867427256,0.018306432229633796
ROSEUSDT:USDT,Short,2026-01-22 17:15:00,2026-01-22 17:30:00,0.01972048,0.0201402,-26.699866945456474,1199.3377991977718,SL_Hit,5,0 days 00:15:00,4858.2720004818,-0.005465715600838861
ROSEUSDT:USDT,Short,2026-01-22 17:30:00,2026-01-23 00:00:00,0.0200598,0.01930854,43.41819399958133,1192.3629980116082,Trailing_Win,5,0 days 06:30:00,4901.690194481382,0.008936962359307188
ZILUSDT:USDT,Short,2026-01-31 14:00:00,2026-01-31 14:45:00,0.00435128,0.0042184200000000005,35.48974546436406,1202.9194557620006,Trailing_Win,5,0 days 00:45:00,4937.179939945745,0.007240307742076402
FILUSDT:USDT,Short,2026-01-31 14:00:00,2026-01-31 15:45:00,1.110774,1.078152,34.08994556212826,1202.9194557620006,Trailing_Win,5,0 days 01:45:00,4971.269885507874,0.0069047403531548035
ZILUSDT:USDT,Short,2026-02-05 23:00:00,2026-02-06 00:30:00,0.004341299999999999,0.00412824,58.58084508067423,1219.7129187907428,Trailing_Win,5,0 days 01:30:00,5029.850730588549,0.01178387945732906
ZILUSDT:USDT,Long,2026-02-08 08:00:00,2026-02-08 08:15:00,0.00432864,0.00425148,-23.209621858093417,1234.0532018312138,SL_Hit,5,0 days 00:15:00,5006.641108730455,-0.004614375873412402
ZILUSDT:USDT,Long,2026-02-08 08:15:00,2026-02-08 09:15:00,0.00426852,0.00501994,214.7199014546431,1227.9422830662327,Trailing_Win,5,0 days 01:00:00,5221.361010185098,0.04288701682255991
