Asset,Type,Entry_Date,Exit_Date,Entry_Price,Exit_Price,PnL_USD,Size_USD,Reason,Leverage,Duration,equity,returns
ZILUSDT:USDT,Short,2025-08-14 12:00:00,2025-08-14 23:00:00,0.01215564,0.01138272,39.06933043241049,624.8921905981286,Trailing_Win,5,0 days 11:00:00,2634.3921085255615,0.015053746209215513
ZECUSDT:USDT,Long,2025-09-30 14:00:00,2025-09-30 15:00:00,69.00774,74.4009,49.916703261661446,647.6395744898257,Trailing_Win,5,0 days 01:00:00,2684.308811787223,0.0189480917059075
ZECUSDT:USDT,Long,2025-10-04 18:00:00,2025-10-04 18:45:00,153.19577999999998,163.69196000000002,44.51164490607551,659.9568404116187,Trailing_Win,5,0 days 00:45:00,2728.820456693298,0.016582162495841546
ZECUSDT:USDT,Long,2025-10-10 05:00:00,2025-10-10 06:00:00,238.05516,247.32435999999998,25.42668960019208,670.9197624280346,Trailing_Win,5,0 days 01:00:00,2754.2471462934905,0.00931783164327471
ZECUSDT:USDT,Long,2025-10-10 17:30:00,2025-10-10 19:30:00,233.11530000000002,240.89723999999998,21.90377764447314,677.1087048874756,Trailing_Win,5,0 days 02:00:00,2776.150923937964,0.007952727725959674
AXSUSDT:USDT,Short,2025-10-10 20:00:00,2025-10-10 21:30:00,2.02594,1.41282,205.63371957891914,682.415372122372,Trailing_Win,5,0 days 01:30:00,2981.784643516883,0.07407152032182318
ZILUSDT:USDT,Short,2025-10-10 20:00:00,2025-10-10 21:30:00,0.01015964,0.00690378,217.79255663130172,682.415372122372,Trailing_Win,5,0 days 01:30:00,3199.5772001481846,0.07304100821125181
FILUSDT:USDT,Short,2025-10-10 20:00:00,2025-10-10 21:45:00,2.2125660000000003,1.566126,198.49783622788937,682.415372122372,Trailing_Win,5,0 days 01:45:00,3398.075036376074,0.06203877069092001
ZECUSDT:USDT,Long,2025-10-11 02:00:00,2025-10-11 03:15:00,219.80874,216.02708,-15.22961075728071,837.3845887028078,SL_Hit,5,0 days 01:15:00,3382.8454256187933,-0.0044818347429792516
ZECUSDT:USDT,Long,2025-10-11 05:45:00,2025-10-11 08:00:00,234.19745999999998,258.79138,86.59407993117554,833.3678398663119,Trailing_Win,5,0 days 02:15:00,3469.439505549969,0.025598000805885368
ZECUSDT:USDT,Long,2025-10-11 12:00:00,2025-10-11 13:30:00,265.25946000000005,270.21848,15.10982919737054,854.8080178891394,Trailing_Win,5,0 days 01:30:00,3484.5493347473393,0.004355121100454218
ZECUSDT:USDT,Long,2025-10-11 17:00:00,2025-10-11 17:15:00,268.55604,262.77340000000004,-19.322642007189025,858.3717731840096,SL_Hit,5,0 days 00:15:00,3465.22669274015,-0.005545234161131507
ZECUSDT:USDT,Long,2025-10-11 17:15:00,2025-10-11 18:45:00,263.8266,286.44595999999996,72.23406515257203,853.3265197389164,Trailing_Win,5,0 days 01:30:00,3537.460757892722,0.02084540826835557
ZECUSDT:USDT,Long,2025-10-11 18:45:00,2025-10-11 19:00:00,287.59404,281.65556000000004,-18.84185811843089,871.1717043971247,SL_Hit,5,0 days 00:15:00,3518.618899774291,-0.0053263794026241484
ZECUSDT:USDT,Long,2025-10-11 19:00:00,2025-10-11 20:00:00,282.78444,277.20448,-17.942042173388536,866.2434469414177,SL_Hit,5,0 days 01:00:00,3500.6768576009026,-0.0050991717729190755
ZILUSDT:USDT,Short,2025-10-11 22:45:00,2025-10-12 03:00:00,0.00757482,0.0077053799999999995,-15.69626472843887,861.5413755363351,SL_Hit,5,0 days 04:15:00,3484.9805928724636,-0.004483779956541367
ZILUSDT:USDT,Short,2025-10-12 03:00:00,2025-10-12 04:00:00,0.00767462,0.00780558,-15.473509381112596,857.4019240103411,SL_Hit,5,0 days 01:00:00,3469.507083491351,-0.004440056111864599
ZILUSDT:USDT,Short,2025-10-12 04:00:00,2025-10-12 12:00:00,0.00777442,0.00792582,-17.45434329521199,853.3191961840603,SL_Hit,5,0 days 08:00:00,3452.052740196139,-0.005030784741228311
ZILUSDT:USDT,Short,2025-10-12 12:00:00,2025-10-12 14:45:00,0.00789418,0.00805608,-18.238004223870945,848.7422805612113,SL_Hit,5,0 days 02:45:00,3433.814735972268,-0.005283234526374803
ZILUSDT:USDT,Short,2025-10-12 14:45:00,2025-10-12 15:00:00,0.00802392,0.00817632,-16.8576518615941,843.9705939351031,SL_Hit,5,0 days 00:15:00,3416.957084110674,-0.0049093073324530945
ZILUSDT:USDT,Short,2025-10-12 15:00:00,2025-10-12 16:00:00,0.00814368,0.00829656,-16.584431863897514,839.5451883212208,SL_Hit,5,0 days 01:00:00,3400.3726522467764,-0.00485356750338406
