Asset,Entry_Date,Exit_Date,Type,Entry_Price,Exit_Price,PnL_USD,Reason,Raw_Ret,Cum_PnL,HWM,Drawdown_USD
ETHUSDT,1725642900000,1725643800000,Short,2262.96795,2248.1234999999997,4.5531664069747455,Hybrid_Flip_Bull,0.006559726133107853,5415.633284834204,5415.633284834204,0.0
ETHUSDT,1725644700000,1725645600000,Long,2245.5222,2244.867005,-2.291486677352743,Hybrid_Flip_Bear,-0.00029177845580855157,5413.341798156851,5415.633284834204,-2.291486677352623
ETHUSDT,1725646500000,1725648300000,Short,2238.26031,2210.114505,10.562282889696645,Hybrid_Flip_Bull,0.01257485774744409,5423.904081046548,5423.904081046548,0.0
BNBUSDT,1725646500000,1725649200000,Short,487.106325,483.43159499999996,5.53645576250743,Hybrid_Flip_Bull,0.0075439997622697005,5429.440536809055,5429.440536809055,0.0
ETHUSDT,1725649200000,1725652800000,Long,2235.787335,2225.56666,-6.566827159793365,Hybrid_Flip_Bear,-0.004571398558351717,5422.873709649261,5429.440536809055,-6.56682715979332
ETHUSDT,1725653700000,1725655500000,Short,2207.5456750000003,2170.654785,14.69455790988339,Hybrid_Flip_Bull,0.016711269179062453,5437.568267559145,5437.568267559145,0.0
ETHUSDT,1725656400000,1725693300000,Long,2192.6257650000002,2285.326765,40.236254119726425,TP_Hit,0.042278532652378804,5477.804521678871,5477.804521678871,0.0
ETHUSDT,1725694200000,1725698700000,Long,2287.933395,2293.8525,0.5845096312342366,Hybrid_Flip_Bear,0.002587096727962199,5478.389031310106,5478.389031310106,0.0
ETHUSDT,1725699600000,1725706800000,Short,2288.95495,2284.20153,0.07460027992250584,Hybrid_Flip_Bull,0.0020766769568793856,5478.463631590028,5478.463631590028,0.0
ETHUSDT,1725707700000,1725708600000,Short,2285.5366599999998,2283.80133,-1.2414933873780103,Hybrid_Flip_Bull,0.0007592658785004903,5477.22213820265,5478.463631590028,-1.2414933873778864
ETHUSDT,1725709500000,1725710400000,Short,2281.5686450000003,2286.96291,-4.3619147934950275,Hybrid_Flip_Bull,-0.002364279072567595,5472.860223409155,5478.463631590028,-5.603408180872975
ETHUSDT,1725711300000,1725714000000,Long,2287.913385,2292.5931299999997,0.04337510574068881,Hybrid_Flip_Bear,0.002045420526266956,5472.903598514896,5478.463631590028,-5.560033075132196
ETHUSDT,1725714900000,1725715800000,Short,2292.8430049999997,2287.333095,0.4006877391937982,Hybrid_Flip_Bull,0.002403090830023822,5473.30428625409,5478.463631590028,-5.159345335938269
ETHUSDT,1725717600000,1725719400000,Short,2292.7930300000003,2289.494175,-0.562645602163028,Hybrid_Flip_Bull,0.0014387931910280003,5472.741640651927,5478.463631590028,-5.721990938101044
ETHUSDT,1725722100000,1725723900000,Short,2307.455695,2300.3195849999997,1.0895387961069263,Hybrid_Flip_Bull,0.0030926314275344607,5473.831179448034,5478.463631590028,-4.632452141993781
ETHUSDT,1725724800000,1725731100000,Short,2295.8515,2272.63575,8.101931353138605,Hybrid_Flip_Bull,0.010112043396535141,5481.933110801173,5481.933110801173,0.0
ETHUSDT,1725732000000,1725739200000,Long,2276.3275949999997,2284.35725,1.5239327426421134,Hybrid_Flip_Bear,0.0035274602028449583,5483.457043543815,5483.457043543815,0.0
ETHUSDT,1725740100000,1725741900000,Short,2278.030415,2271.305085,0.94930419969841,Hybrid_Flip_Bull,0.0029522564561545645,5484.406347743514,5484.406347743514,0.0
ETHUSDT,1725742800000,1725760800000,Long,2263.521195,2282.3882350000003,6.326925765764939,Hybrid_Flip_Bear,0.00833526102679173,5490.733273509279,5490.733273509279,0.0
ETHUSDT,1725761700000,1725762600000,Short,2284.57714,2282.10048,-0.917005997880286,Hybrid_Flip_Bull,0.0010840780801999142,5489.816267511398,5490.733273509279,-0.9170059978805511
ETHUSDT,1725763500000,1725771600000,Long,2283.911385,2293.342755,2.1253521007340845,Hybrid_Flip_Bear,0.004129481582316401,5491.941619612132,5491.941619612132,0.0
ETHUSDT,1725772500000,1725774300000,Short,2290.53416,2285.2220399999997,0.3168429323928983,Hybrid_Flip_Bull,0.0023191620944873854,5492.258462544525,5492.258462544525,0.0
BNBUSDT,1725650100000,1725780600000,Long,483.551655,503.41816500000004,39.043481673121484,TP_Hit,0.04108456623936085,5531.301944217646,5531.301944217646,0.0
ETHUSDT,1725775200000,1725786000000,Long,2287.66326,2302.8779850000005,4.6441204615930785,Hybrid_Flip_Bear,0.006650771232825904,5535.9460646792395,5535.9460646792395,0.0
ETHUSDT,1725786900000,1725787800000,Short,2301.38873,2299.899375,-1.3534922520455033,Hybrid_Flip_Bull,0.0006471549028573541,5534.592572427194,5535.9460646792395,-1.3534922520457258
ETHUSDT,1725788700000,1725793200000,Long,2295.136995,2302.8579950000003,1.360705272410312,Hybrid_Flip_Bear,0.0033640693417520636,5535.953277699604,5535.953277699604,0.0
ETHUSDT,1725794100000,1725795000000,Short,2299.579635,2299.78932,-2.091092872719674,Hybrid_Flip_Bull,-9.118405677645015e-05,5533.862184826884,5535.953277699604,-2.0910928727198552
ETHUSDT,1725795900000,1725796800000,Long,2296.417635,2296.07139,-2.150625369587761,Hybrid_Flip_Bear,-0.00015077614573349424,5531.711559457296,5535.953277699604,-4.2417182423077975
ETHUSDT,1725797700000,1725799500000,Short,2285.8565000000003,2277.138,1.8102923346239814,Hybrid_Flip_Bull,0.0038141064410650463,5533.52185179192,5535.953277699604,-2.4314259076836606
ETHUSDT,1725800400000,1725804000000,Long,2274.226545,2269.8744950000005,-3.911725970993584,Hybrid_Flip_Bear,-0.001913639610604188,5529.610125820926,5535.953277699604,-6.343151878677418
ETHUSDT,1725804900000,1725805800000,Long,2273.8763699999995,2273.04291,-2.3661705407490463,Hybrid_Flip_Bear,-0.0003665370778268729,5527.243955280177,5535.953277699604,-8.709322419426826
BNBUSDT,1725781500000,1725810300000,Long,503.27151,491.524115,-25.31872035633407,SL_Hit,-0.02334206241875282,5501.925234923843,5535.953277699604,-34.028042775760696
ETHUSDT,1725806700000,1725811200000,Short,2265.9164750000004,2248.5537149999996,5.65491465875894,Hybrid_Flip_Bull,0.007662577235994935,5507.580149582602,5535.953277699604,-28.373128117002125
ETHUSDT,1725812100000,1725829200000,Long,2251.44516,2283.6176200000004,12.275403243666048,Hybrid_Flip_Bear,0.014289692936602651,5519.855552826268,5535.953277699604,-16.09772487333612
ETHUSDT,1725830100000,1725833700000,Long,2278.2985799999997,2326.2562900000003,19.028741671778857,Hybrid_Flip_Bear,0.0210497914632421,5538.884294498047,5538.884294498047,0.0
ETHUSDT,1725834600000,1725854400000,Long,2301.260055,2304.1373550000003,-0.7509353000957972,Hybrid_Flip_Bear,0.001250315014919122,5538.133359197951,5538.884294498047,-0.7509353000959891
ETHUSDT,1725855300000,1725872400000,Long,2299.0589549999995,2324.267285,8.953665026828507,Hybrid_Flip_Bear,0.010964629656484991,5547.087024224779,5547.087024224779,0.0
ETHUSDT,1725873300000,1725874200000,Short,2324.69707,2321.790315,-0.7508702607002575,Hybrid_Flip_Bull,0.0012503801194191618,5546.336153964079,5547.087024224779,-0.7508702607001396
ETHUSDT,1725875100000,1725890400000,Long,2317.468155,2303.58763,-7.983531831961693,Hybrid_Flip_Bear,-0.005989521353315008,5538.352622132117,5547.087024224779,-8.734402092662094
ETHUSDT,1725891300000,1725892200000,Short,2287.01592,2280.47967,0.8551238725087908,Hybrid_Flip_Bull,0.002857981854363154,5539.207746004626,5547.087024224779,-7.879278220153537
ETHUSDT,1725893100000,1725894000000,Short,2276.40123,2278.17852,-2.7799647472515177,Hybrid_Flip_Bull,-0.0007807454927442618,5536.427781257375,5547.087024224779,-10.65924296740468
BNBUSDT,1725811200000,1725898500000,Long,491.95585499999993,512.153795,39.015350981034715,TP_Hit,0.04105640738842314,5575.443132238409,5575.443132238409,0.0
ETHUSDT,1725894900000,1725919200000,Long,2285.952405,2361.25878,30.91016403510821,Hybrid_Flip_Bear,0.03294310714225046,5606.353296273517,5606.353296273517,0.0
ETHUSDT,1725920100000,1725929100000,Long,2361.92037,2346.36623,-8.578793280825016,Hybrid_Flip_Bear,-0.0065853786594845,5597.774502992692,5606.353296273517,-8.578793280825266
ETHUSDT,1725930000000,1725948000000,Long,2346.59271,2342.738045,-3.641022031045107,Hybrid_Flip_Bear,-0.0016426646957408476,5594.1334809616465,5606.353296273517,-12.219815311870661
ETHUSDT,1725948900000,1725955200000,Long,2343.45114,2362.4681750000004,6.106854732631764,Hybrid_Flip_Bear,0.008114969702334099,5600.240335694279,5606.353296273517,-6.112960579238461
ETHUSDT,1725957000000,1725971400000,Long,2354.43663,2359.2997600000003,0.0634519562330218,Hybrid_Flip_Bear,0.002065517473706728,5600.303787650511,5606.353296273517,-6.0495086230057495
ETHUSDT,1725972300000,1725974100000,Long,2349.6442349999998,2340.66908,-5.815973376496989,Hybrid_Flip_Bear,-0.003819793169666655,5594.487814274014,5606.353296273517,-11.865481999502663
ETHUSDT,1725975000000,1725976800000,Short,2339.8295000000003,2325.2020199999997,4.245263819436655,Hybrid_Flip_Bull,0.006251515334771426,5598.733078093451,5606.353296273517,-7.620218180066331
ETHUSDT,1725977700000,1725980400000,Long,2342.2105199999996,2336.701065,-4.349893614601063,Hybrid_Flip_Bear,-0.0023522458604615247,5594.38318447885,5606.353296273517,-11.970111794666991
ETHUSDT,1725981300000,1725983100000,Short,2345.06688,2324.8018199999997,6.632928601166452,Hybrid_Flip_Bull,0.00864157017133779,5601.016113080017,5606.353296273517,-5.3371831935000955
ETHUSDT,1725984000000,1725993000000,Long,2327.5732049999997,2386.596105,23.332770188854443,Hybrid_Flip_Bear,0.025358128317171616,5624.348883268872,5624.348883268872,0.0
ETHUSDT,1725993900000,1726012800000,Long,2369.1940050000003,2382.26827,3.5129257914021017,Hybrid_Flip_Bear,0.005518444235637739,5627.861809060274,5627.861809060274,0.0
ETHUSDT,1726013700000,1726016400000,Long,2377.64823,2377.680565,-1.9864140268552977,Hybrid_Flip_Bear,1.3599572717420097e-05,5625.8753950334185,5627.861809060274,-1.9864140268555275
ETHUSDT,1726017300000,1726019100000,Short,2364.0573799999997,2350.3745999999996,3.7820496810445836,Hybrid_Flip_Bull,0.005787837518563147,5629.657444714463,5629.657444714463,0.0
ETHUSDT,1726020000000,1726021800000,Long,2356.927875,2362.268275,0.26356506560475257,Hybrid_Flip_Bear,0.002265830896501254,5629.921009780068,5629.921009780068,0.0
ETHUSDT,1726022700000,1726027200000,Long,2353.766295,2340.0294,-7.830297652809242,Hybrid_Flip_Bear,-0.005836133786595837,5622.0907121272585,5629.921009780068,-7.8302976528093495
ETHUSDT,1726028100000,1726041600000,Long,2338.42863,2329.65459,-5.748357271865846,Hybrid_Flip_Bear,-0.0037521093812470925,5616.342354855393,5629.921009780068,-13.578654924674993
ETHUSDT,1726042500000,1726043400000,Short,2332.503165,2324.751795,1.319874864992928,Hybrid_Flip_Bull,0.0033231980630559835,5617.662229720386,5629.921009780068,-12.258780059682067
ETHUSDT,1726044300000,1726048800000,Long,2322.9609,2326.0364,-0.6773671050597883,Hybrid_Flip_Bear,0.001323956851792004,5616.984862615326,5629.921009780068,-12.93614716474167
ETHUSDT,1726049700000,1726059600000,Long,2316.1575,2338.27028,7.537636028638115,Hybrid_Flip_Bear,0.009547183211849965,5624.522498643964,5629.921009780068,-5.39851113610348
ETHUSDT,1726060500000,1726062300000,Short,2330.6341,2287.4931749999996,16.49187054930699,Hybrid_Flip_Bull,0.018510380930237227,5641.014369193272,5641.014369193272,0.0
ETHUSDT,1726063200000,1726077600000,Long,2293.64625,2353.6126050000003,24.118408034805054,Hybrid_Flip_Bear,0.026144552587392445,5665.1327772280765,5665.1327772280765,0.0
ETHUSDT,1726078500000,1726080300000,Short,2351.1238500000004,2337.358095,3.8491130720316376,Hybrid_Flip_Bull,0.005854968040071709,5668.981890300108,5668.981890300108,0.0
BNBUSDT,1725899400000,1726100100000,Long,514.77726,535.49212,38.20019287565276,TP_Hit,0.040240433308961716,5707.18208317576,5707.18208317576,0.0
ETHUSDT,1726081200000,1726101000000,Long,2336.557695,2362.4281950000004,9.060984950341851,Hybrid_Flip_Bear,0.0110720570073492,5716.243068126102,5716.243068126102,0.0
ETHUSDT,1726101900000,1726106400000,Long,2352.305565,2366.55613,4.05206850964527,Hybrid_Flip_Bear,0.006058126636281551,5720.295136635747,5720.295136635747,0.0
ETHUSDT,1726108200000,1726109100000,Short,2368.27527,2363.08095,0.19109904398911404,Hybrid_Flip_Bull,0.0021932923363254396,5720.486235679737,5720.486235679737,0.0
ETHUSDT,1726110000000,1726114500000,Long,2367.0529349999997,2373.282765,0.6292610857898793,Hybrid_Flip_Bear,0.002631892978768648,5721.115496765527,5721.115496765527,0.0
ETHUSDT,1726115400000,1726117200000,Long,2371.185,2361.8185000000003,-5.946184502685211,Hybrid_Flip_Bear,-0.003950134637322534,5715.169312262841,5721.115496765527,-5.946184502685355
ETHUSDT,1726118100000,1726119900000,Short,2364.427195,2356.307565,1.4306450150604624,Hybrid_Flip_Bull,0.0034340790941546173,5716.599957277902,5721.115496765527,-4.515539487624665
ETHUSDT,1726120800000,1726143300000,Long,2362.82082,2349.46468,-7.646972359080479,Hybrid_Flip_Bear,-0.005652624984064543,5708.952984918821,5721.115496765527,-12.162511846705456
ETHUSDT,1726144200000,1726147800000,Long,2340.52968,2348.834995,1.5449282083020042,Hybrid_Flip_Bear,0.0035484766849869912,5710.497913127123,5721.115496765527,-10.61758363840363
ETHUSDT,1726148700000,1726149600000,Long,2340.9098699999995,2349.8744750000005,1.825709186744994,Hybrid_Flip_Bear,0.0038295387254704645,5712.323622313868,5721.115496765527,-8.79187445165826
ETHUSDT,1726150500000,1726152300000,Short,2352.972925,2327.8233299999997,8.67774522097415,Hybrid_Flip_Bull,0.010688433654628779,5721.001367534843,5721.115496765527,-0.11412923068382952
ETHUSDT,1726153200000,1726200900000,Long,2336.097465,2356.811005,6.85786092833254,Hybrid_Flip_Bear,0.008866727655988529,5727.859228463175,5727.859228463175,0.0
ETHUSDT,1726201800000,1726225200000,Long,2352.6057149999997,2369.424695,5.141936667445554,Hybrid_Flip_Bear,0.007149085753198754,5733.00116513062,5733.00116513062,0.0
ETHUSDT,1726226100000,1726227900000,Short,2364.45718,2354.39661,2.2506624839787106,Hybrid_Flip_Bull,0.004254917401380091,5735.251827614599,5735.251827614599,0.0
ETHUSDT,1726228800000,1726272000000,Long,2356.2175199999997,2432.8529650000005,30.492250356834965,Hybrid_Flip_Bear,0.032524775131966936,5765.744077971434,5765.744077971434,0.0
ETHUSDT,1726272900000,1726359300000,Long,2433.11595,2420.26926,-7.274653396604405,Hybrid_Flip_Bear,-0.005279933329934339,5758.46942457483,5765.744077971434,-7.274653396604663
ETHUSDT,1726360200000,1726361100000,Short,2420.1893,2419.719255,-1.8059759395680217,Hybrid_Flip_Bull,0.000194218278710689,5756.663448635261,5765.744077971434,-9.080629336172933
ETHUSDT,1726362000000,1726369200000,Long,2425.59219,2423.40769,-2.8997042079030786,Hybrid_Flip_Bear,-0.0009006048127157945,5753.763744427359,5765.744077971434,-11.98033354407562
ETHUSDT,1726370100000,1726387200000,Long,2422.8908399999996,2417.3807050000005,-4.2719244194257975,Hybrid_Flip_Bear,-0.0022741986180438416,5749.491820007933,5765.744077971434,-16.252257963501506
ETHUSDT,1726388100000,1726405200000,Long,2414.70675,2412.793,-2.79174676179611,Hybrid_Flip_Bear,-0.0007925393010972074,5746.7000732461365,5765.744077971434,-19.044004725297782
BNBUSDT,1726101000000,1726406100000,Long,538.919325,560.269725,37.57744436052657,TP_Hit,0.03961706142194852,5784.277517606663,5784.277517606663,0.0
ETHUSDT,1726406100000,1726407900000,Short,2411.0838550000003,2410.50465,-1.7600142384925652,Hybrid_Flip_Bull,0.0002402259874949295,5782.517503368171,5784.277517606663,-1.7600142384926585
ETHUSDT,1726408800000,1726414200000,Long,2404.1114549999998,2409.45467,0.22030961746751787,Hybrid_Flip_Bear,0.002222532149617135,5782.737812985638,5784.277517606663,-1.5397046210255212
ETHUSDT,1726415100000,1726416000000,Long,2408.8037999999997,2398.14033,-6.422446747219308,Hybrid_Flip_Bear,-0.004426873620840148,5776.315366238418,5784.277517606663,-7.962151368245031
ETHUSDT,1726419600000,1726426800000,Long,2382.920865,2379.0698700000003,-3.6144657011091237,Hybrid_Flip_Bear,-0.0016160817828920157,5772.700900537309,5784.277517606663,-11.576617069354143
ETHUSDT,1726431300000,1726436700000,Long,2357.19801,2351.1238500000004,-4.57427921381949,Hybrid_Flip_Bear,-0.0025768560698893788,5768.126621323489,5784.277517606663,-16.150896283174006
ETHUSDT,1726441200000,1726443000000,Long,2311.365105,2315.271785,-0.3114855755339221,Hybrid_Flip_Bear,0.0016902046290951734,5767.8151357479555,5784.277517606663,-16.462381858707886
BNBUSDT,1726407000000,1726447500000,Long,560.98035,549.2252500000001,-22.933611845762456,SL_Hit,-0.020954566412174632,5744.881523902193,5784.277517606663,-39.39599370447013
ETHUSDT,1726443900000,1726448400000,Short,2313.692575,2284.751805,10.495968367794134,Hybrid_Flip_Bull,0.012508476844638773,5755.377492269988,5784.277517606663,-28.900025336675753
ETHUSDT,1726454700000,1726474500000,Long,2261.35011,2328.99492,27.883548279925677,Hybrid_Flip_Bear,0.029913461741667344,5783.261040549914,5784.277517606663,-1.0164770567498636
ETHUSDT,1726475400000,1726477200000,Long,2318.408625,2314.092375,-3.859867886749194,Hybrid_Flip_Bear,-0.0018617296163655596,5779.401172663164,5784.277517606663,-4.876344943499134
ETHUSDT,1726478100000,1726480800000,Short,2302.848,2295.577215,1.1541440055966175,Hybrid_Flip_Bull,0.003157301306903521,5780.5553166687605,5784.277517606663,-3.722200937902926
ETHUSDT,1726481700000,1726495200000,Long,2298.96891,2292.6231150000003,-4.7575184585683346,Hybrid_Flip_Bear,-0.0027602787373056407,5775.797798210192,5784.277517606663,-8.47971939647141
BNBUSDT,1726455600000,1726504200000,Long,543.05139,531.444145,-23.352744820338128,SL_Hit,-0.021374118939277407,5752.4450533898535,5784.277517606663,-31.832464216809967
ETHUSDT,1726498800000,1726509600000,Long,2285.64225,2281.87849,-3.645050199785124,Hybrid_Flip_Bear,-0.0016466968966818059,5748.800003190068,5784.277517606663,-35.47751441659511
ETHUSDT,1726510500000,1726511400000,Long,2288.713785,2282.8679950000005,-4.55162714021902,Hybrid_Flip_Bear,-0.0025541813215405602,5744.248376049849,5784.277517606663,-40.029141556814466
ETHUSDT,1726512300000,1726516800000,Short,2287.55565,2282.24055,0.3211609737231105,Hybrid_Flip_Bull,0.0023234844581812917,5744.569537023572,5784.277517606663,-39.70798058309174
ETHUSDT,1726517700000,1726531200000,Long,2273.67627,2295.4616950000004,7.572004538271619,Hybrid_Flip_Bear,0.009581586124396016,5752.141541561843,5784.277517606663,-32.13597604482038
ETHUSDT,1726532100000,1726533900000,Short,2291.15385,2272.665765,6.061264377771904,Hybrid_Flip_Bull,0.008069333711483388,5758.202805939615,5784.277517606663,-26.074711667048177
ETHUSDT,1726534800000,1726554600000,Long,2264.9018849999998,2301.3787350000002,14.089161915285558,Hybrid_Flip_Bear,0.016105267182468026,5772.291967854901,5784.277517606663,-11.985549751762846
ETHUSDT,1726555500000,1726570800000,Long,2299.38912,2311.653595,3.3284632941989405,Hybrid_Flip_Bear,0.005333797091290231,5775.620431149099,5784.277517606663,-8.657086457564219
ETHUSDT,1726571700000,1726578000000,Long,2310.724785,2315.831505,0.20779787931353422,Hybrid_Flip_Bear,0.002210007887200735,5775.828229028412,5784.277517606663,-8.449288578251071
ETHUSDT,1726578900000,1726580700000,Short,2320.97893,2306.562705,4.205057955868816,Hybrid_Flip_Bull,0.006211269225093911,5780.033286984281,5784.277517606663,-4.24423062238202
BNBUSDT,1726506000000,1726585200000,Long,529.114425,550.42465,38.234992223090615,TP_Hit,0.04027526749058119,5818.268279207372,5818.268279207372,0.0
ETHUSDT,1726581600000,1726588800000,Long,2334.1665,2380.1293400000004,17.671637460309967,Hybrid_Flip_Bear,0.019691328789099065,5835.939916667682,5835.939916667682,0.0
ETHUSDT,1726590600000,1726596000000,Long,2370.60471,2361.4187,-5.871089916968863,Hybrid_Flip_Bear,-0.0038749648818507143,5830.068826750713,5835.939916667682,-5.87108991696914
ETHUSDT,1726596900000,1726598700000,Short,2360.77902,2350.0244249999996,2.5509725027124044,Hybrid_Flip_Bull,0.004555528030743147,5832.619799253425,5835.939916667682,-3.320117414256856
ETHUSDT,1726599600000,1726632900000,Long,2354.4166199999995,2331.063885,-11.908774032099506,Hybrid_Flip_Bear,-0.00991869272482433,5820.711025221326,5835.939916667682,-15.228891446356101
ETHUSDT,1726633800000,1726650000000,Long,2325.7623,2313.18283,-7.4033426072817825,Hybrid_Flip_Bear,-0.005408751358640423,5813.307682614044,5835.939916667682,-22.632234053638058
BNBUSDT,1726586100000,1726652700000,Long,549.73473,538.020855,-23.28692346761506,SL_Hit,-0.021308231699314378,5790.020759146429,5835.939916667682,-45.91915752125351
ETHUSDT,1726650900000,1726653600000,Short,2314.692075,2284.02144,11.237166487900966,Hybrid_Flip_Bull,0.013250416904805771,5801.25792563433,5835.939916667682,-34.68199103335246
ETHUSDT,1726654500000,1726664400000,Long,2293.896375,2306.955945,3.687489013099099,Hybrid_Flip_Bear,0.005693182195294393,5804.945414647429,5835.939916667682,-30.994502020253094
ETHUSDT,1726665300000,1726666200000,Short,2306.915965,2300.82984,0.6355701582741724,Hybrid_Flip_Bull,0.002638208366640813,5805.580984805703,5835.939916667682,-30.358931861978817
ETHUSDT,1726667100000,1726686000000,Long,2295.237045,2333.3227549999997,14.57677335457952,Hybrid_Flip_Bear,0.016593366721300823,5820.157758160283,5835.939916667682,-15.78215850739889
ETHUSDT,1726686900000,1726687800000,Short,2324.2173100000005,2316.25755,1.4212808784220958,Hybrid_Flip_Bull,0.003424705584006102,5821.579039038706,5835.939916667682,-14.360877628976596
BNBUSDT,1726653600000,1726703100000,Long,537.538635,559.0403400000001,37.96029661198237,TP_Hit,0.040000296908891265,5859.539335650688,5859.539335650688,0.0
ETHUSDT,1726688700000,1726710300000,Long,2314.9669049999998,2388.16532,29.588018138427906,Hybrid_Flip_Bear,0.03161963777620411,5889.127353789117,5889.127353789117,0.0
ETHUSDT,1726711200000,1726715700000,Long,2388.53367,2404.43718,4.651615042964874,Hybrid_Flip_Bear,0.006658273316281155,5893.778968832082,5893.778968832082,0.0
ETHUSDT,1726716600000,1726717500000,Short,2405.646575,2403.991395,-1.312648484118994,Hybrid_Flip_Bull,0.0006880395554364424,5892.466320347963,5893.778968832082,-1.3126484841186539
ETHUSDT,1726718400000,1726722000000,Long,2401.3400699999997,2412.603095,2.685617882934923,Hybrid_Flip_Bear,0.004690308191126049,5895.151938230898,5895.151938230898,0.0
ETHUSDT,1726722900000,1726725600000,Short,2409.324735,2406.0324149999997,-0.6348757258740916,Hybrid_Flip_Bull,0.0013664907648907993,5894.517062505024,5895.151938230898,-0.634875725873826
ETHUSDT,1726726500000,1726727400000,Long,2413.32606,2415.781505,-0.9835648006054953,Hybrid_Flip_Bear,0.0010174526520465512,5893.533497704419,5895.151938230898,-1.6184405264793895
ETHUSDT,1726728300000,1726729200000,Short,2414.8219850000005,2419.239015,-3.827303626275215,Hybrid_Flip_Bull,-0.001829132759034249,5889.706194078143,5895.151938230898,-5.445744152754742
ETHUSDT,1726730100000,1726732800000,Long,2423.721255,2433.7425200000002,2.1305260307255556,Hybrid_Flip_Bear,0.004134660691416972,5891.836720108869,5895.151938230898,-3.315218122029364
ETHUSDT,1726733700000,1726737300000,Short,2431.1238300000005,2433.1859849999996,-2.847382934418098,Hybrid_Flip_Bull,-0.000848231165583682,5888.98933717445,5895.151938230898,-6.162601056447784
ETHUSDT,1726738200000,1726740900000,Long,2433.606195,2435.0618600000003,-1.4024467319370841,Hybrid_Flip_Bear,0.0005981514194823984,5887.586890442513,5895.151938230898,-7.565047788384618
ETHUSDT,1726741800000,1726742700000,Short,2426.656065,2425.99239,-1.7267798537407324,Hybrid_Flip_Bull,0.0002734936398991669,5885.860110588773,5895.151938230898,-9.2918276421251
ETHUSDT,1726743600000,1726747200000,Long,2425.822305,2438.46016,3.2045102887286476,Hybrid_Flip_Bear,0.005209720008737385,5889.0646208775015,5895.151938230898,-6.087317353396429
ETHUSDT,1726748100000,1726750800000,Long,2436.07743,2439.4296750000003,-0.6252929756011516,Hybrid_Flip_Bear,0.0013760831075063547,5888.4393279019005,5895.151938230898,-6.712610328997471
ETHUSDT,1726751700000,1726752600000,Short,2444.777,2428.723755,4.559776926484526,Hybrid_Flip_Bull,0.00656634326975428,5892.999104828385,5895.151938230898,-2.1528334025133518
ETHUSDT,1726753500000,1726772400000,Long,2432.63571,2464.70703,11.170590462145281,Hybrid_Flip_Bear,0.013183774236381663,5904.1696952905295,5904.1696952905295,0.0
ETHUSDT,1726773300000,1726775100000,Short,2462.38819,2461.019895,-1.4448776555412994,Hybrid_Flip_Bull,0.0005556780224811817,5902.7248176349885,5904.1696952905295,-1.4448776555409495
ETHUSDT,1726776000000,1726779600000,Long,2462.8708199999996,2467.44566,-0.14433419613935605,Hybrid_Flip_Bear,0.0018575233271878315,5902.580483438849,5904.1696952905295,-1.5892118516803748
ETHUSDT,1726781400000,1726786800000,Long,2464.59168,2472.912925,1.3729415799212994,Hybrid_Flip_Bear,0.0033763178978191187,5903.953425018771,5904.1696952905295,-0.21627027175873081
ETHUSDT,1726788600000,1726790400000,Long,2468.483625,2460.679045,-5.158528313105576,Hybrid_Flip_Bear,-0.0031616900031086847,5898.794896705665,5904.1696952905295,-5.374798584864038
ETHUSDT,1726791300000,1726804800000,Long,2455.4271,2536.7409950000006,31.08287226487021,Hybrid_Flip_Bear,0.033115988253123334,5929.877768970536,5929.877768970536,0.0
ETHUSDT,1726805700000,1726815600000,Long,2539.76925,2560.7389900000003,6.248296674983547,Hybrid_Flip_Bear,0.008256553228211758,5936.12606564552,5936.12606564552,0.0
ETHUSDT,1726816500000,1726819200000,Long,2555.25699,2548.28522,-4.725674269655222,Hybrid_Flip_Bear,-0.00272840267232755,5931.400391375864,5936.12606564552,-4.725674269655428
ETHUSDT,1726820100000,1726842600000,Long,2545.6421849999997,2552.0633300000004,0.5198843312697172,Hybrid_Flip_Bear,0.002522406738007725,5931.920275707134,5936.12606564552,-4.205789938385351
ETHUSDT,1726843500000,1726848000000,Long,2546.7627449999995,2558.48012,2.5962890135651917,Hybrid_Flip_Bear,0.0046008899034686605,5934.5165647206995,5936.12606564552,-1.6095009248201677
ETHUSDT,1726848900000,1726853400000,Short,2560.6590300000003,2535.917325,7.652578889037157,Hybrid_Flip_Bull,0.009662241130167323,5942.169143609736,5942.169143609736,0.0
ETHUSDT,1726855200000,1726878600000,Long,2533.14594,2570.2242450000003,12.622618503772607,Hybrid_Flip_Bear,0.01463725575953214,5954.791762113508,5954.791762113508,0.0
ETHUSDT,1726879500000,1726880400000,Long,2568.0934049999996,2556.88092,-6.361707597235764,Hybrid_Flip_Bear,-0.004366073670906671,5948.430054516272,5954.791762113508,-6.361707597236091
ETHUSDT,1726881300000,1726883100000,Short,2557.5605800000003,2543.8512899999996,3.3549389277812103,Hybrid_Flip_Bull,0.0053602992270082184,5951.784993444054,5954.791762113508,-3.0067686694546865
BNBUSDT,1726704000000,1726904700000,Long,559.649685,582.5086,38.80419715594056,TP_Hit,0.04084504219813869,5990.589190599994,5990.589190599994,0.0
ETHUSDT,1726884000000,1726905600000,Long,2537.16795,2552.2432400000002,3.935836730871609,Hybrid_Flip_Bear,0.0059417785093809905,5994.525027330866,5994.525027330866,0.0
ETHUSDT,1726906500000,1726927200000,Long,2552.8758,2565.9963600000005,3.134381954657078,Hybrid_Flip_Bear,0.005139521476133211,5997.659409285523,5997.659409285523,0.0
