Asset,Entry_Date,Exit_Date,Type,Entry_Price,Exit_Price,Size_USD,PnL_USD,Reason,Raw_Ret,equity,returns
SIRENUSDT:USDT,2025-11-04 02:00:00,2025-11-04 08:45:00,Short,0.07986994,0.07433838000000001,20.0,1.3637567525404393,TP_Hit,0.06925709472174377,1001.3637567525404,0.0
SIRENUSDT:USDT,2025-11-04 08:45:00,2025-11-04 11:30:00,Short,0.07404162,0.07574118,20.055721081047515,-0.4799567256671793,SL_Hit,-0.02295411688723184,1000.8838000268732,-0.0004793030728650338
SIRENUSDT:USDT,2025-11-04 12:00:00,2025-11-04 14:00:00,Short,0.07461047999999999,0.07512996000000001,20.017676000537467,-0.1592525870536612,Hybrid_Flip_Bull,-0.006962560755540195,1000.7245474398196,-0.00015911196389561955
SIRENUSDT:USDT,2025-11-04 14:00:00,2025-11-04 15:00:00,Long,0.07512996000000001,0.07545878,20.012508135755727,0.06748830262301198,Hybrid_Flip_Bear,0.004376682750796001,1000.7920357424426,6.74394395496769e-05
SIRENUSDT:USDT,2025-11-04 15:00:00,2025-11-04 17:00:00,Short,0.07545878,0.07326624000000001,20.01839809792359,0.5610570900965008,Hybrid_Flip_Bull,0.029056128392216156,1001.3530928325391,0.0005606130645117169
SIRENUSDT:USDT,2025-11-04 17:00:00,2025-11-04 18:00:00,Long,0.07326624000000001,0.07571826000000001,20.039470917360077,0.6499559634778898,Hybrid_Flip_Bear,0.03346725586027069,1002.003048796017,0.0006490777010927928
SIRENUSDT:USDT,2025-11-04 18:00:00,2025-11-04 22:00:00,Short,0.07571826000000001,0.07739448,20.054304363542194,-0.46356437226785374,SL_Hit,-0.022137592702209375,1001.5394844237492,-0.0004626376864070858
SIRENUSDT:USDT,2025-11-04 22:00:00,2025-11-05 00:00:00,Long,0.07739448,0.07682604000000001,20.02272890178438,-0.16693680206195083,Hybrid_Flip_Bear,-0.007344709855276365,1001.3725476216872,-0.00016668020048959953
SIRENUSDT:USDT,2025-11-05 00:00:00,2025-11-05 18:00:00,Short,0.07682604000000001,0.07645260000000001,20.025306349698454,0.07721740136799937,Hybrid_Flip_Bull,0.004860851867413739,1001.4497650230552,7.71115620767926e-05
SIRENUSDT:USDT,2025-11-05 18:00:00,2025-11-05 20:00:00,Long,0.07645260000000001,0.07697574,20.031737629013293,0.11690178484136027,Hybrid_Flip_Bear,0.006842671145258518,1001.5666668078966,0.00011673255007327299
SIRENUSDT:USDT,2025-11-05 20:00:00,2025-11-05 22:00:00,Short,0.07697574,0.07723416,20.034883117086217,-0.08722796343852579,Hybrid_Flip_Bull,-0.0033571616200116466,1001.4794388444581,-8.709152004482412e-05
SIRENUSDT:USDT,2025-11-05 22:00:00,2025-11-06 00:00:00,Long,0.07723416,0.0775446,20.029046050852674,0.060396496726735194,Hybrid_Flip_Bear,0.004019464962136042,1001.5398353411848,6.03072758003087e-05
